Date,Close,High,Low,Open,Volume,TimeIndex
,META,META,META,META,META,
2015-01-02,78.08199310302734,78.55974479536005,77.33551130436129,78.21138814137034,18177500,0
2015-01-05,76.82791137695312,78.87824568013595,76.49945755354838,77.61420647225279,26452200,3
2015-01-06,75.79278564453125,77.2260255122803,75.00649058412735,76.8677212405471,27399300,4
2015-01-07,75.79278564453125,76.99710868329505,75.46433183570328,76.39992477226583,22045300,5
2015-01-08,77.81326293945312,77.86303143010313,75.72311542344683,76.38001545711485,23961000,6
2015-01-09,77.37532806396484,78.25120494043233,76.83786023347957,77.83316934320655,21157000,7
2015-01-12,76.36011505126953,77.63410947902533,75.85250528615859,77.47485637875296,19190200,10
2015-01-13,76.09136962890625,77.71372815063356,75.49418575063825,76.86771702362014,25179600,11
2015-01-14,75.92218017578125,76.83786276442613,75.67335289015344,76.06152284824434,25918600,12
2015-01-15,73.70263671875,76.21081213349746,73.19502698717297,76.0416114208402,34134000,13
2015-01-16,74.82734680175781,74.96668948383729,73.4936285100744,73.69269490847839,21791500,14
2015-01-20,75.88236999511719,75.95204133419156,74.46903277754753,75.36481256107986,22821600,18
2015-01-21,76.38001251220703,76.93739073029583,75.49418808675057,75.80273904839417,25096700,19
2015-01-22,77.28575134277344,77.38528073174588,76.32030032316896,76.80799964465785,19519500,20
2015-01-23,77.46491241455078,77.82322431348409,76.67861728042523,77.28575646508412,16746500,21
2015-01-26,77.13645935058594,78.1019104438864,76.92744533970742,77.61421108516984,19260800,24
2015-01-27,75.42452239990234,76.51936089142619,75.27522451614777,76.35016016685373,20110000,25
2015-01-28,75.88236999511719,77.27580437021122,75.64349791737737,76.53927770090972,53306400,26
2015-01-29,77.63410949707031,77.6540123378061,73.8618871115569,76.48950251781542,61293500,27
2015-01-30,75.55391693115234,77.79336239148694,75.39466383126445,77.63410929159905,42649500,28
2015-02-02,74.63822937011719,75.78283638584834,73.4040481778118,75.75297832699026,41955300,31
2015-02-03,75.04630279541016,75.22545872554434,73.51352596950774,74.83728880918783,26957700,32
2015-02-04,75.27523040771484,75.99185423094015,74.65814357718692,74.73776254029586,20277400,33
