Date,Close,High,Low,Open,Volume,TimeIndex
,AAPL,AAPL,AAPL,AAPL,AAPL,
2015-02-20,28.8830623626709,28.8830623626709,28.559661958950734,28.686790270703884,195793600,49
2015-02-23,29.663681030273438,29.663681030273438,28.918744293360138,28.999037099947902,283896400,52
2015-02-24,29.47857093811035,29.797513140768235,29.255535670299956,29.650309047233826,276912400,53
2015-02-25,28.72470474243164,29.35143657494631,28.581962336489088,29.342513260248232,298846800,54
2015-02-26,29.088247299194336,29.188612447930158,28.238483821586108,28.724698872604694,365150000,55
2015-02-27,28.651105880737305,29.12171033143034,28.60203786003965,28.9945786223735,248059200,56
2015-03-02,28.791616439819336,29.057028902654466,28.61542010912278,28.827302892674766,192386800,59
2015-03-03,28.851837158203125,28.88752361137346,28.568581466440758,28.762624428524774,151265200,60
2015-03-04,28.668943405151367,28.89644026439813,28.61987879163452,28.79384597716231,126665200,61
2015-03-05,28.193880081176758,28.71578162559271,28.048906862742268,28.677866050476716,226068400,62
2015-03-06,28.236255645751953,28.854062393731382,28.160424495428032,28.637717980030118,291368400,63
2015-03-09,28.356698989868164,28.898676368147214,27.892785303343523,28.539587810298716,354114000,66
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.193880208039282,275426400,67
2015-03-11,27.263816833496094,27.828095502615433,27.234822875970057,27.823635548235732,275756000,68
2015-03-12,27.75672721862793,27.857094069691744,27.127768084796827,27.279432073886337,193450800,69
2015-03-13,27.564918518066406,27.96861337203962,27.33965419967843,27.74557818039915,207309200,70
2015-03-16,27.868244171142578,27.868244171142578,27.404332304778652,27.62959660422218,143497200,73
2015-03-17,28.334392547607422,28.396842132527716,28.024373749879125,28.080132550932753,204092400,74
2015-03-18,28.653331756591797,28.807226585568305,28.184958187699582,28.3254697478802,261083600,75
2015-03-19,28.436988830566406,28.827300441966337,28.414685650239697,28.715782838709213,183238000,76
2015-03-20,28.080135345458984,28.637721709862536,27.915089754369554,28.604267787199888,274780400,77
2015-03-23,28.3723087310791,28.515051128701085,28.218413892358317,28.352236379049575,150838800,80
2015-03-24,28.25633430480957,28.557429828386248,28.22733863538643,28.376773535214518,131369200,81
2015-03-25,27.518075942993164,28.28531739650257,27.518075942993164,28.222867827332855,206620800,82
2015-03-26,27.70989418029785,27.852636579424896,27.344116569831844,27.379803020425417,190291600,83
2015-03-27,27.489089965820312,27.812490343592277,27.41325881028015,27.783496378525207,158184800,84
2015-03-30,28.184955596923828,28.191646379895,27.65636162109748,27.667514060465003,188398800,87
2015-03-31,27.75226402282715,28.211715891285397,27.736651630256915,28.1225014901884,168362400,88
2015-04-01,27.71212387084961,27.90616510933058,27.45563304801804,27.839253868027196,162485600,89
2015-04-02,27.950767517089844,28.00429548158997,27.698738386846077,27.886087113408173,128880400,90
2015-04-06,28.403535842895508,28.439222296026028,27.729970205482548,27.76119500115988,148776000,94
2015-04-07,28.10466766357422,28.575270397460066,28.097976879444715,28.46821444814077,140049200,95
2015-04-08,28.013221740722656,28.191650587493417,27.87271017248661,28.06898054263557,149316800,96
2015-04-09,28.227338790893555,28.231800448501907,27.80357320578548,28.06898397827312,129936000,97
2015-04-10,28.3477725982666,28.37230660554711,27.937388661253518,28.091281786821686,160752000,98
2015-04-13,28.29201316833496,28.675635664369466,28.238485199838177,28.63102590431251,145460400,101
2015-04-14,28.16935157775879,28.390155989571237,28.08236797002589,28.325475565580955,102098400,102
2015-04-15,28.276405334472656,28.354467322293967,28.10466896126578,28.193883390900293,115881600,103
2015-04-16,28.140357971191406,28.347780828295047,28.126976400289227,28.164891985594714,113476000,104
2015-04-17,27.82364273071289,28.133661539638638,27.758962314959685,28.002071581178537,207828000,105
2015-04-20,28.45928955078125,28.57526709942881,27.917313977736786,28.00652839295522,188217200,108
2015-04-21,28.305397033691406,28.5931109339447,28.25186736244214,28.570809456692718,129740400,109
2015-04-22,28.686786651611328,28.742545452226807,28.173806706923077,28.3232398841829,150618000,110
2015-04-23,28.920974731445312,29.088251135816996,28.57973113878685,28.615417588498797,183083600,111
2015-04-24,29.05702781677246,29.135091504070484,28.82284015812573,29.10386670980074,178103600,112
2015-04-27,29.58561134338379,29.692670665928052,29.251058617737176,29.509780209016338,387816800,115
2015-04-28,29.11947250366211,30.007151565548995,28.898669853939026,29.989311746038386,475696000,116
2015-04-29,28.691255569458008,29.34920890257928,28.615424398209694,29.030270115903615,253544400,117
2015-04-30,27.912853240966797,28.6912455461602,27.7857232558686,28.6912455461602,332781600,118
2015-05-01,28.760393142700195,29.023576492160604,27.94631588860393,28.124743057305324,234050400,119
2015-05-04,28.704627990722656,29.121706106138507,28.606491963565983,28.88305682162143,203953200,122
2015-05-05,28.057830810546875,28.6488727707442,28.05336915332445,28.581961525397052,197085600,123
2015-05-06,27.881633758544922,28.269714570873877,27.51362529954608,28.22733733390091,288564000,124
2015-05-07,28.05409049987793,28.237743264177357,27.776370351927298,27.944345503740124,175763600,125
2015-05-08,28.58264923095703,28.58264923095703,28.244458818255232,28.372119850916896,222201600,126
2015-05-11,28.291488647460938,28.569207025947833,28.136950994793693,28.53113307662528,168143200,129
2015-05-12,28.190706253051758,28.416911527049663,27.955540391837726,28.130234250462387,192640000,130
2015-05-13,28.22205924987793,28.4863401637973,28.19070403201726,28.253414467738597,138776800,131
2015-05-14,28.880523681640625,28.880523681640625,28.479624536905582,28.535616247578584,180814000,132
2015-05-15,28.8402099609375,29.001466353639586,28.714789081605353,28.907400694140478,152832000,133
2015-05-18,29.158241271972656,29.276943414923643,28.748381575241645,28.75286186859711,203531600,136
2015-05-19,29.131370544433594,29.312783150651594,29.035063019457528,29.270228901299124,178532800,137
2015-05-20,29.129125595092773,29.33517467023896,28.96786920281095,29.115688131979727,145819600,138
2015-05-21,29.426998138427734,29.48075140148702,29.07761047219789,29.131363735257175,158921600,139
2015-05-22,29.6845703125,29.780877852980467,29.429248192744264,29.474044305040422,182384000,140
2015-05-26,29.030580520629883,29.767433333273217,28.91859710134961,29.698004160113488,282790400,144
2015-05-27,29.57257652282715,29.621849495147433,29.126884751560496,29.191833623730496,183332800,145
2015-05-28,29.514347076416016,29.55242102547569,29.36205128017731,29.532264831996294,122933200,146
2015-05-29,29.17839813232422,29.440438911472597,29.093289643939027,29.391165935824603,203538000,147
2015-06-01,29.236635208129883,29.427008424395478,29.126893623368442,29.178405049225105,128451200,150
2015-06-02,29.106725692749023,29.263501763122008,28.96338708305629,29.084327646640585,134670400,151
2015-06-03,29.142568588256836,29.326223065552163,29.093295602517273,29.263512614149683,123934000,152
2015-06-04,28.972347259521484,29.245587046600015,28.871562876492078,29.021620232106947,153800400,153
2015-06-05,28.81332778930664,29.046255177804035,28.748378920231946,29.003700938513422,142507200,154
2015-06-08,28.622961044311523,28.93875508914068,28.405712949709557,28.869322502416942,210699200,157
2015-06-09,28.53784942626953,28.685668335394695,28.134710208960257,28.376593055853384,224301600,158
2015-06-10,28.864850997924805,28.967873843270144,28.634163688897942,28.64984130128505,156349200,159
2015-06-11,28.79990005493164,29.156006571169748,28.77526356162479,28.93203969291232,141563600,160
2015-06-12,28.481861114501953,28.741663455244463,28.46842365161227,28.710308236014342,147544800,161
2015-06-15,28.42586898803711,28.497538303610035,28.15486933512914,28.242216260085787,175955600,164
2015-06-16,28.578168869018555,28.634160579854694,28.302690608594347,28.45050783666142,125976400,165
2015-06-17,28.5109806060791,28.640880080067706,28.385558008504255,28.605046272711647,131672400,166
2015-06-18,28.6408748626709,28.737180658698122,28.49305765756582,28.495297804096076,141628800,167
2015-06-19,28.354196548461914,28.627436317957258,28.30940387193822,28.602799833249904,218867600,168
2015-06-22,28.58040428161621,28.681188660933987,28.46170214770337,28.553527649723613,136157200,171
2015-06-23,28.45050048828125,28.580401633964918,28.416905128710514,28.55128656699346,121075600,172
2015-06-24,28.69239044189453,29.070894927614322,28.47066376085023,28.490819955158216,221123600,173
2015-06-25,28.555770874023438,28.93651380218456,28.555770874023438,28.860365900044858,127752400,174
2015-06-26,28.387798309326172,28.66551672558404,28.334046743634982,28.593847401751965,176267200,175
2015-06-29,27.890586853027344,28.32508301553852,27.87938953765478,28.098876056746178,196645600,178
2015-06-30,28.0921688079834,28.246706518377593,27.96450774118485,28.123524037812384,177482800,179
2015-07-01,28.354196548461914,28.43034614902949,28.21757666371424,28.421387271978535,120955200,180
2015-07-02,28.318368911743164,28.374360623948455,28.168309824397074,28.316128764810145,108844000,181
2015-07-06,28.21982192993164,28.271335055137612,27.962259721364557,27.982417625569116,112241600,185
2015-07-07,28.150394439697266,28.25341898753942,27.720376781172924,28.19518712702638,187787200,186
2015-07-08,27.451616287231445,27.9152275908007,27.444897555238352,27.879393783927053,243046400,187
2015-07-09,26.891700744628906,27.785328035350254,26.70132925585109,27.738295199915605,314380000,188
2015-07-10,27.61062240600586,27.738283393198966,27.1470112726487,27.310507762290094,245418000,189
2015-07-13,28.1436710357666,28.16606737571348,27.843554612538554,28.00257084751197,165762000,192
2015-07-14,28.132471084594727,28.302686338299388,28.004810071499016,28.22877688105157,127072400,193
2015-07-15,28.403474807739258,28.477384275626225,28.125756402361706,28.157111623514105,134596800,194
2015-07-16,28.781978607177734,28.79541948882042,28.5221779502239,28.609524884855325,144889600,195
2015-07-17,29.030580520629883,29.030580520629883,28.737184508909607,28.909639931490798,184658800,196
2015-07-20,29.579299926757812,29.780868700287222,29.272463055655816,29.332935054699643,235600800,199
2015-07-21,29.28366470336914,29.769672342270248,29.187360601323384,29.753996440351017,307025600,200
2015-07-22,28.045127868652344,28.107838310210372,27.321714226436196,27.321714226436196,461802400,201
2015-07-23,28.03168296813965,28.463937212589705,28.00928492318435,28.264606915350225,203998000,202
2015-07-24,27.883874893188477,28.16159332934246,27.749495114967623,28.067527655461017,168649200,203
2015-07-27,27.49640464782715,27.68453765769766,27.3508275875922,27.568073959032304,177822000,206
2015-07-28,27.633028030395508,27.751731890613442,27.44713685232689,27.633028030395508,134472400,207
2015-07-29,27.545682907104492,27.65990648113944,27.38442649875668,27.581518423951334,148046800,208
2015-07-30,27.406824111938477,27.451616798547704,27.259005170411385,27.395625085920436,134513200,209
2015-07-31,27.167173385620117,27.46728807590613,27.079826470761883,27.458329198903865,171540000,210
2015-08-03,26.52663803100586,27.451620637829638,26.32058720108409,27.211976142618397,279904000,213
2015-08-04,25.675559997558594,26.360898023782894,25.364246207297786,26.298187578080213,496554400,214
2015-08-05,25.84577178955078,26.302664314819687,25.106680588053468,25.297052046399365,397250400,215
2015-08-06,25.902023315429688,26.21024744407325,25.67479407988184,26.091007966387174,211612000,216
2015-08-07,25.989761352539062,26.153997965979055,25.76028186756647,25.77828072973145,154681600,217
2015-08-10,26.93467903137207,26.99542304111473,26.2169903328047,26.2169903328047,219806400,220
2015-08-11,25.53304672241211,26.588206240596236,25.49705072051234,26.504962804225393,388331200,221
2015-08-12,25.9267578125,25.96725437970738,24.664616803746217,25.317060734769417,404870000,222
2015-08-13,25.906522750854492,26.187748569434184,25.769284414070306,26.106755396365937,194143200,223
2015-08-14,26.088747024536133,26.167489881749052,25.65003559401733,25.71977902233941,171718000,224
2015-08-17,26.358728408813477,26.46896842424783,25.9852597819827,26.10674951421202,163538800,227
2015-08-18,26.210243225097656,26.42172556519588,26.10000319772274,26.194494649758383,138242800,228
2015-08-19,25.875019073486328,26.214738540832823,25.80077506414607,26.1202471015629,193146000,229
2015-08-20,25.34406089782715,25.72652717034178,25.114579761145983,25.665783173258816,274006400,230
2015-08-21,23.79395294189453,25.175333932719113,23.76920493420337,24.84461211763364,513102000,231
2015-08-24,23.200002670288086,24.477892689076736,20.698217502105816,21.34391251384925,648825200,234
2015-08-25,23.33948516845703,24.997592680867275,23.28549030921994,24.997592680867275,414406400,235
2015-08-26,24.678125381469727,24.723120820021826,23.634215415574214,24.09317438149669,387098400,236
2015-08-27,25.404809951782227,25.476803677990713,24.75236584250581,25.24957449879677,338464400,237
2015-08-28,25.488054275512695,25.49255313260234,25.094338196232183,25.236075366845448,212657600,238
2015-08-31,25.368812561035156,25.76702746189481,25.19782682695612,25.20457597022168,224917200,241
2015-09-01,24.234914779663086,25.170833348119288,24.15392161206535,24.781617802714777,307383600,242
2015-09-02,25.274316787719727,25.274316787719727,24.552129353199682,24.79960935707166,247555200,243
2015-09-03,24.83111000061035,25.373312366291003,24.75686598898215,25.3080677848419,212935600,244
2015-09-04,24.583629608154297,24.849106786987825,24.41264558660887,24.516136457480822,199985200,245
2015-09-08,25.2675724029541,25.323817556885682,24.819861458269166,25.141583807416442,219374400,249
2015-09-09,24.7816162109375,25.652290131988792,24.69612247481686,25.593796405287875,340043200,250
2015-09-10,25.326066970825195,25.485802996509893,24.725369159489954,24.808610885901718,251571200,251
2015-09-11,25.695035934448242,25.695035934448242,25.143834112112092,25.150583255954153,199662000,252
2015-09-14,25.942514419555664,26.297984206676528,25.841273828404,26.228240764614974,233453600,255
2015-09-15,26.160747528076172,26.216992685890737,25.742283416618527,26.08200465042898,173364800,256
2015-09-16,26.18998908996582,26.21923594626371,25.97175766149506,26.153991374707925,148694000,257
2015-09-17,25.629791259765625,26.207991371903283,25.584795823332808,26.021258765887808,256450400,258
2015-09-18,25.5240478515625,25.715282730750296,25.168579815483454,25.245072393985996,297141200,259
2015-09-21,25.920007705688477,25.95600541585053,25.571288899936373,25.573537469472534,200888000,262
2015-09-22,25.512800216674805,25.688284808894235,25.31481619142971,25.508299643483372,201384800,263
2015-09-23,25.719783782958984,25.809776372059076,25.490304311396322,25.56454660967297,143026800,264
2015-09-24,25.872774124145508,25.985264446424402,25.281075646886322,25.47905799616938,200878000,265
2015-09-25,25.80752944946289,26.252991879520707,25.652292255940818,26.196746718559503,224607600,266
2015-09-28,25.29681968688965,25.776027755933967,25.29681968688965,25.61404144626665,208436000,269
2015-09-29,24.536378860473633,25.537543363426003,24.266402880163678,25.384556516859586,293461600,270
2015-09-30,24.815359115600586,25.09433455930551,24.46213966718258,24.786110541126295,265892000,271
2015-10-01,24.65337371826172,24.66237314793036,24.14266681247692,24.53863313556866,255716400,272
2015-10-02,24.833362579345703,24.975101481963375,24.196668668709677,24.300159557775835,232079200,273
2015-10-05,24.923351287841797,25.056090738102707,24.538634657097756,24.720868398906564,208258800,276
2015-10-06,25.04258918762207,25.13933091100052,24.696118869393807,24.889602316150704,192787200,277
2015-10-07,24.923351287841797,25.14608160743765,24.615128955791427,25.13933246388411,187062400,278
2015-10-08,24.635377883911133,24.790615060941857,24.345152678206958,24.790615060941857,247918400,279
2015-10-09,25.224828720092773,25.260824728140047,24.63312856778453,24.74786916908805,211064400,280
2015-10-12,25.10783576965332,25.36656381482721,25.071839764562586,25.36206495786556,121868800,283
2015-10-13,25.150583267211914,25.29906958120137,24.900854646148584,24.932351795069557,132197200,284
2015-10-14,24.795116424560547,25.089840517211396,24.64887866352077,25.03809593061439,177849600,285
2015-10-15,25.166330337524414,25.220325201523774,24.85810629411592,24.957098308502896,150694000,286
2015-10-16,24.98184585571289,25.197827024230406,24.86710526990286,25.148331017941146,156930400,287
2015-10-19,25.137088775634766,25.141587633388927,24.77261950476655,24.927856702510333,119036800,290
2015-10-20,25.59604263305664,25.686035218200203,24.932350535996218,25.049339695156796,195871200,291
2015-10-21,25.593795776367188,26.003260435541506,25.58029577198906,25.647790644481958,167180800,292
2015-10-22,25.98526382446289,25.98526382446289,25.670290586327706,25.722036888582526,166616400,293
2015-10-23,26.790691375732422,26.824438810431086,26.1719946999649,26.255236426893667,237467600,294
2015-10-26,25.935768127441406,26.57696261365822,25.854774959028116,26.5657146114412,265335200,297
2015-10-27,25.77153205871582,26.219243035377602,25.645541737713682,25.96276525244846,279537600,298
2015-10-28,26.833438873291016,26.84018973399438,26.111251259969535,26.3069850251835,342205600,299
2015-10-29,27.116914749145508,27.1529124734375,26.60845805054995,26.70519978900221,204909200,300
2015-10-30,26.885183334350586,27.27215026450883,26.87393361708041,27.220403968118237,197461200,301
2015-11-02,27.26314926147461,27.303645838259225,26.90992978703437,27.177657251136313,128813200,304
2015-11-03,27.57587432861328,27.782856085589344,27.155159954277803,27.17540910249606,182076000,305
2015-11-04,27.447635650634766,27.85710031053478,27.36214363292937,27.70186313340554,179544400,306
2015-11-05,27.32110595703125,27.72102718598081,27.153908137397007,27.53123362212002,158210800,307
2015-11-06,27.35273551940918,27.522193243292147,27.25332149359075,27.364033390526618,132169200,308
2015-11-09,27.242029190063477,27.522198868141995,27.124539235970378,27.33014708658667,135485600,311
2015-11-10,26.383438110351562,26.67716553216662,26.223018332650877,26.412811886820972,236511600,312
2015-11-11,26.234312057495117,26.530297627782343,26.030962468674048,26.29305787733518,180872000,313
2015-11-12,26.146194458007812,26.394732080756615,26.130378474482335,26.26820421255277,130102400,314
2015-11-13,25.382509231567383,26.112307991563497,25.366693244759457,26.028708219114012,183249600,315
2015-11-16,25.79824447631836,25.81180054288384,25.079743643524324,25.16560160479429,152426800,318
2015-11-17,25.68753433227539,25.994817836718326,25.603934560512165,25.965444058735248,110467600,319
2015-11-18,26.50092887878418,26.54611691578622,26.0964895695074,26.155235396660544,186698800,320
2015-11-19,26.837583541870117,27.056749134258332,26.38117817716455,26.580007946889527,173183200,321
2015-11-20,26.955076217651367,27.09516016744901,26.853400548093948,26.932480475207637,137148400,322
2015-11-23,26.604862213134766,27.052231355323833,26.512224498168308,26.94829576942529,129930000,325
2015-11-24,26.86017608642578,26.966369860320388,26.46251656878648,26.509964520647546,171212800,326
2015-11-25,26.668127059936523,26.939260457207514,26.643273122091355,26.934740619155768,85553200,327
2015-11-27,26.61842155456543,26.753989127179526,26.570973593675813,26.726875267894048,52185600,329
2015-11-30,26.7291316986084,26.979929261873394,26.604862014535446,26.659088002215885,156721200,332
2015-12-01,26.512222290039062,26.844359671547785,26.403770322901277,26.830803606608796,139409600,333
2015-12-02,26.27272605895996,26.686203331916857,26.227538020699246,26.512225764605457,133546400,334
2015-12-03,26.02870750427246,26.387958800205155,25.807283695042578,26.33373280746911,166278000,335
2015-12-04,26.894065856933594,26.943773723680415,26.00836737759352,26.049037293676115,231108000,336
2015-12-07,26.72461700439453,27.08160841661096,26.61842320371377,26.882778607638805,128336800,339
2015-12-08,26.713315963745117,26.79691400307388,26.40377257203804,26.55289447050829,137238000,340
2015-12-09,26.123605728149414,26.59130901997083,26.001595948916012,26.580011147818134,185445600,341
2015-12-10,26.247873306274414,26.42185088144362,26.09875139422833,26.218501252459657,116850800,342
2015-12-11,25.572296142578125,26.071631280505112,25.497734342537758,26.02644325104522,187544800,343
2015-12-14,25.41413688659668,25.459324917071743,24.806348050973714,25.346353117071214,257274800,346
2015-12-15,24.964513778686523,25.486444790174765,24.93288180511915,25.292133110367587,213292400,347
2015-12-16,25.156564712524414,25.303428427153868,24.582669368769743,25.095560686596016,224954000,348
2015-12-17,24.62333869934082,25.36217364527321,24.62333869934082,25.31020584948216,179091200,349
2015-12-18,23.956804275512695,24.745347109680957,23.907096398068227,24.607523072875654,385813200,350
2015-12-21,24.250532150268555,24.25957010304492,23.852870847174742,24.239234278344792,190362400,353
2015-12-22,24.227937698364258,24.338649601228077,24.051700208086512,24.266347704119205,131157600,354
2015-12-23,24.53974151611328,24.593967512874414,24.221160122038235,24.23697610958579,130629600,355
2015-12-24,24.408689498901367,24.627855090655824,24.39061359521144,24.627855090655824,54281600,356
2015-12-28,24.135303497314453,24.33187511678874,23.990699682004674,24.30927937004816,106816800,360
2015-12-29,24.569110870361328,24.725012533197194,24.14433744878128,24.166931467962943,123724800,361
2015-12-30,24.24827003479004,24.560071620173023,24.216638064844506,24.532959488112894,100855200,362
2015-12-31,23.78282928466797,24.182748790103684,23.683413526199157,24.17823067554295,163649200,363
2016-01-04,23.803165435791016,23.807685274554252,23.04625448140937,23.184080258860124,270597600,367
2016-01-05,23.206668853759766,23.916131678081758,23.13888680248448,23.893537660989995,223164000,368
2016-01-06,22.752525329589844,23.129852542884784,22.56499340636256,22.72089335584966,273829600,369
2016-01-07,21.79226303100586,22.623735681519346,21.787744916757767,22.29611809841868,324377600,370
2016-01-08,21.907499313354492,22.393278576933778,21.86231126624579,22.266750665978613,283192000,371
2016-01-11,22.262229919433594,22.381979790822058,21.99335639580132,22.361645687596138,198957600,374
2016-01-12,22.5853214263916,22.750261008321342,22.332263980796586,22.718629043098566,196616800,375
2016-01-13,22.004648208618164,22.86323462272275,21.984314110992557,22.66666305994375,249758400,376
2016-01-14,22.485912322998047,22.702819753922995,21.63184556255437,22.133440764418324,252680400,377
2016-01-15,21.945899963378906,22.07694765742643,21.54598057325574,21.7357723587209,319335600,378
2016-01-19,21.839706420898438,22.289333644945174,21.57761105086105,22.235107670521547,212350800,382
2016-01-20,21.86908721923828,22.18540869032942,21.10765645886051,21.487241879407215,289337600,383
2016-01-21,21.758371353149414,22.11536096359696,21.45108789123057,21.93008726365881,208646000,384
2016-01-22,22.91520118713379,22.92423913865743,22.226074190632893,22.284818289817064,263202000,385
2016-01-25,22.467832565307617,22.940053870908468,22.415864777836095,22.937793952197648,207178000,388
2016-01-26,22.59210777282715,22.793197507383223,22.158296326850905,22.578551703832094,300308000,389
2016-01-27,21.107654571533203,21.832933453764117,21.089578666501193,21.6996275327327,533478800,390
2016-01-28,21.2590389251709,21.356194771502736,20.874935378545523,21.191256858961744,222715200,391
2016-01-29,21.99335289001465,21.99335289001465,21.317781895230507,21.41719764754597,257666000,392
2016-02-01,21.787744522094727,21.851008463300907,21.555022856737796,21.79678247424034,163774000,395
2016-02-02,21.34716033935547,21.699631940001957,21.301970567597245,21.55954623327176,149428800,396
2016-02-03,21.76966667175293,21.880378558966903,21.256775430983197,21.4646431403111,183857200,397
2016-02-04,21.944591522216797,22.11042615711119,21.624283163266224,21.77648643832194,185886800,398
2016-02-05,21.358491897583008,22.0172842960619,21.28352722268342,21.926416080208423,185672400,399
2016-02-08,21.583393096923828,21.740139007118984,21.135868522754375,21.156312963279614,216085600,402
2016-02-09,21.578845977783203,21.794658199280587,21.338046687667156,21.419827905662604,177324800,403
2016-02-10,21.415285110473633,21.887798463910986,21.376666680582236,21.790115431548138,169374400,404
2016-02-11,21.285791397094727,21.517505365876836,21.03363299568472,21.306237562889173,200298800,405
2016-02-12,21.351675033569336,21.467532040982,21.129049745940023,21.39711000371494,161405600,406
2016-02-16,21.953672409057617,22.00137782230091,21.49251834787243,21.585656992823612,196231600,410
2016-02-17,22.289886474609375,22.310330910999106,21.84236199096535,21.96048944527315,179452800,411
2016-02-18,21.86734962463379,22.464805142772317,21.828729469345912,22.453445967717037,156084000,412
2016-02-19,21.8173770904541,21.980939543472857,21.762856850503574,21.808290094934485,141496800,413
2016-02-22,22.00819969177246,22.012744056300644,21.790116989935395,21.878713033395226,137123200,416
2016-02-23,21.510700225830078,21.921876843092146,21.478896605332864,21.899160218903756,127770400,417
2016-02-24,21.83100700378418,21.894614240089467,21.199475538799973,21.349408367091467,145022800,418
2016-02-25,21.98093605041504,21.98093605041504,21.637909390021406,21.81964580519911,110330800,419
2016-02-26,22.0150146484375,22.26717140018661,21.940048237642483,22.08089233083262,115964400,420
2016-02-29,21.965038299560547,22.31487983681167,21.955951303807204,22.003656731636827,140865200,423
2016-03-01,22.83736801147461,22.89188825024339,22.13087015693434,22.183119946747812,201628400,424
2016-03-02,22.887344360351562,22.919147975648066,22.635185886809957,22.832824124581418,132678400,425
2016-03-03,23.057722091674805,23.105427515608564,22.819193238838924,22.84872640591726,147822800,426
2016-03-04,23.40074348449707,23.56884852119288,23.02818543929733,23.255355063597985,184220400,427
2016-03-07,23.141773223876953,23.359855883237056,22.935048007290668,23.25990068109275,143315600,430
2016-03-08,22.950952529907227,23.116787159166762,22.807836255217826,22.89416010981613,126247600,431
2016-03-09,22.971399307250977,23.07589715499009,22.778303687323117,23.01456036910305,108806800,432
2016-03-10,22.982751846313477,23.225823289496766,22.751039578289895,23.037273807279913,134054400,433
2016-03-11,23.230365753173828,23.234908382966164,23.05771635723203,23.225821390214843,109632800,434
2016-03-14,23.2894287109375,23.378026457369252,23.12132367719946,23.150856837065596,100304400,437
2016-03-15,23.75741195678711,23.893713454908767,23.591577283074578,23.61656609326643,160270800,438
2016-03-16,24.07317543029785,24.150412302935546,23.759680108452724,23.76422447341224,153214000,439
2016-03-17,24.0345458984375,24.186749124135968,23.843722521081755,23.970936950541176,137682800,440
2016-03-18,24.061811447143555,24.19357027398545,23.89597855574519,24.157222294235794,176820800,441
2016-03-21,24.059541702270508,24.454816461194927,23.88462007764943,24.064084333288598,142010800,444
2016-03-22,24.243547439575195,24.373034082040988,23.90052075287327,23.90960774764577,129777600,445
2016-03-23,24.109514236450195,24.32305426123006,24.057266187727596,24.189025000173338,102814000,446
