Ticker,CV-MAE_Uncon,Best_Budget,CV-MAE_Best,Coverage,MSIS,Top_Feature,Top_Importance
AAPL,0.003000048144065084,20,0.003000816853898394,0.8233563126252506,23.372561247605802,MA5,1.3101535170988323
AMZN,0.0034608753252479293,5,0.0034599979058700424,0.8742533066132264,22.11883381642778,MA5,1.3504297408997252
GOOGL,0.0029779043017651753,10,0.0029771592795746955,0.8722541082164328,25.983263957527885,MA5,1.3077439196903715
META,0.0037262888536361027,5,0.00372691402538045,0.869825250501002,34.22083080317206,MA5,1.4066062658245337
MSFT,0.002796481532465467,10,0.0027982872620589032,0.8045274549098197,21.038204766010534,MA5,1.2741481461144446
NFLX,0.004403791011621292,20,0.004407914510638045,0.8898573146292584,30.302040200815537,MA5,1.362919502675325
